bay tl sex annuli age yearsold
IndianRiver     346 F 1  1 1.186
IndianRiver     489 F 2  2 2.186
IndianRiver     419 F 1  1 1.186
IndianRiver     415 F 2  2 2.186
IndianRiver     492 F 3  3 3.186
IndianRiver     349 F 1  1 1.186
IndianRiver     348 F 1  1 1.186
IndianRiver     319 F 1  1 1.186
IndianRiver     633 F 4  4 4.186
IndianRiver     472 F 3  3 3.186
IndianRiver     492 F 2  2 2.186
IndianRiver     525 F 2  2 2.186
IndianRiver     402 F 1  1 1.186
IndianRiver     450 F 2  2 2.186
IndianRiver     442 F 2  2 2.186
IndianRiver     453 F 2  2 2.186
IndianRiver     452 F 2  2 2.186
IndianRiver     499 F 1  1 1.186
IndianRiver     540 F 2  2 2.186
IndianRiver     470 F 2  2 2.186
IndianRiver     315 F 1  1 1.186
IndianRiver     505 F 2  2 2.186
IndianRiver     612 F 3  3 3.186
CharlotteHarbor 549 F 4  4 4.222
CharlotteHarbor 447 F 3  3 3.222
CharlotteHarbor 443 F 3  3 3.222
CharlotteHarbor 523 F 4  4 4.222
CharlotteHarbor 425 F 2  2 2.222
CharlotteHarbor 403 F 2  2 2.222
CharlotteHarbor 385 F 2  2 2.222
CharlotteHarbor 412 F 2  2 2.222
CharlotteHarbor 496 F 2  2 2.222
CharlotteHarbor 420 F 2  2 2.222
CharlotteHarbor 440 F 2  2 2.222
CharlotteHarbor 375 F 2  2 2.222
CharlotteHarbor 332 F 1  1 1.222
CharlotteHarbor 330 F 1  1 1.222
CharlotteHarbor 345 F 1  1 1.222
CharlotteHarbor 335 F 1  1 1.222
CharlotteHarbor 332 F 1  1 1.222
CharlotteHarbor 335 F 1  1 1.222
CharlotteHarbor 321 F 1  1 1.222
CharlotteHarbor 311 F 1  1 1.222
CharlotteHarbor 335 F 2  2 2.222
CharlotteHarbor 490 F 3  3 3.222
CharlotteHarbor 415 F 2  2 2.222
CharlotteHarbor 405 F 2  2 2.222
CharlotteHarbor 482 F 3  3 3.222
CharlotteHarbor 335 F 1  1 1.222
CharlotteHarbor 353 F 2  2 2.222
CharlotteHarbor 488 F 3  3 3.222
CharlotteHarbor 512 F 3  3 3.222
CharlotteHarbor 398 F 2  2 2.222
CharlotteHarbor 400 F 2  2 2.222
CharlotteHarbor 360 F 2  2 2.222
CharlotteHarbor 365 F 2  2 2.222
CharlotteHarbor 396 F 2  2 2.222
CharlotteHarbor 564 F 4  4 4.222
CharlotteHarbor 395 F 2  2 2.222
CharlotteHarbor 371 F 2  2 2.222
CharlotteHarbor 355 F 1  1 1.222
CharlotteHarbor 454 F 3  3 3.222
CharlotteHarbor 301 F 1  1 1.222
CharlotteHarbor 479 F 2  2 2.222
CharlotteHarbor 482 F 5  5 5.222
CharlotteHarbor 535 F 3  3 3.222
CharlotteHarbor 452 F 2  2 2.222
CharlotteHarbor 466 F 2  2 2.222
CharlotteHarbor 459 F 4  4 4.222
CharlotteHarbor 502 F 3  3 3.222
CharlotteHarbor 560 F 4  4 4.222
CharlotteHarbor 550 F 4  4 4.222
CharlotteHarbor 580 F 4  4 4.222
CharlotteHarbor 545 F 5  5 5.222
CharlotteHarbor 562 F 3  3 3.222
CharlotteHarbor 505 F 4  4 4.222
CharlotteHarbor 509 F 3  3 3.222
IndianRiver     485 F 2  2 2.277
IndianRiver     413 F 1  1 1.277
IndianRiver     392 F 1  1 1.277
IndianRiver     391 F 1  1 1.277
IndianRiver     420 F 1  1 1.277
IndianRiver     490 F 1  1 1.277
IndianRiver     410 F 1  1 1.277
IndianRiver     409 F 1  1 1.277
IndianRiver     432 F 1  1 1.277
IndianRiver     392 F 1  1 1.277
IndianRiver     345 F 1  1 1.277
IndianRiver     388 F 1  1 1.277
IndianRiver     493 F 2  2 2.277
IndianRiver     460 F 2  2 2.277
IndianRiver     368 F 1  1 1.277
IndianRiver     344 F 1  1 1.277
IndianRiver     324 F 1  1 1.277
IndianRiver     428 F 1  1 1.277
IndianRiver     438 F 1  1 1.277
IndianRiver     500 F 2  2 2.277
IndianRiver     370 F 1  1 1.277
IndianRiver     745 F 4  4 4.277
IndianRiver     699 F 6  6 6.277
IndianRiver     480 F 2  2 2.277
IndianRiver     344 F 1  1 1.277
IndianRiver     447 F 2  2 2.277
IndianRiver     423 F 1  1 1.277
IndianRiver     412 F 1  1 1.277
IndianRiver     407 F 1  1 1.277
IndianRiver     342 F 1  1 1.277
IndianRiver     388 F 1  1 1.277
IndianRiver     360 F 1  1 1.277
IndianRiver     494 F 2  2 2.277
IndianRiver     385 F 1  1 1.277
IndianRiver     379 F 1  1 1.277
IndianRiver     330 F 1  1 1.277
IndianRiver     460 F 1  1 1.277
IndianRiver     340 F 1  1 1.277
IndianRiver     317 F 1  1 1.277
IndianRiver     327 F 1  1 1.277
IndianRiver     312 F 1  1 1.277
IndianRiver     655 F 3  3 3.277
IndianRiver     468 F 2  2 2.277
IndianRiver     455 F 2  2 2.277
IndianRiver     458 F 1  1 1.277
IndianRiver     533 F 4  4 4.277
CharlotteHarbor 370 F 2  2 2.304
CharlotteHarbor 354 F 1  1 1.304
CharlotteHarbor 368 F 1  1 1.304
CharlotteHarbor 364 F 1  1 1.304
CharlotteHarbor 356 F 1  1 1.304
CharlotteHarbor 356 F 1  1 1.304
CharlotteHarbor 347 F 1  1 1.304
CharlotteHarbor 366 F 1  1 1.304
CharlotteHarbor 342 F 1  1 1.304
CharlotteHarbor 390 F 1  1 1.304
CharlotteHarbor 351 F 1  1 1.304
CharlotteHarbor 328 F 1  1 1.304
CharlotteHarbor 342 F 1  1 1.304
CharlotteHarbor 355 F 1  1 1.304
CharlotteHarbor 312 F 1  1 1.304
CharlotteHarbor 346 F 1  1 1.304
CharlotteHarbor 355 F 1  1 1.304
CharlotteHarbor 314 F 1  1 1.304
CharlotteHarbor 403 F 2  2 2.304
CharlotteHarbor 409 F 2  2 2.304
CharlotteHarbor 405 F 2  2 2.304
CharlotteHarbor 439 F 2  2 2.304
CharlotteHarbor 456 F 2  2 2.304
CharlotteHarbor 476 F 2  2 2.304
CharlotteHarbor 480 F 2  2 2.304
CharlotteHarbor 445 F 3  3 3.304
CharlotteHarbor 415 F 2  2 2.304
CharlotteHarbor 435 F 2  2 2.304
CharlotteHarbor 419 F 2  2 2.304
CharlotteHarbor 425 F 2  2 2.304
CharlotteHarbor 379 F 2  2 2.304
CharlotteHarbor 465 F 2  2 2.304
CharlotteHarbor 454 F 3  3 3.304
CharlotteHarbor 458 F 2  2 2.304
CharlotteHarbor 493 F 2  2 2.304
IndianRiver     364 F 1  1 1.356
IndianRiver     366 F 1  1 1.356
IndianRiver     378 F 1  1 1.356
IndianRiver     378 F 1  1 1.356
IndianRiver     340 F 1  1 1.356
IndianRiver     357 F 1  1 1.356
IndianRiver     343 F 1  1 1.356
IndianRiver     412 F 1  1 1.356
IndianRiver     334 F 1  1 1.356
IndianRiver     412 F 1  1 1.356
IndianRiver     363 F 1  1 1.356
IndianRiver     330 F 1  1 1.356
IndianRiver     440 F 1  1 1.356
IndianRiver     399 F 1  1 1.356
IndianRiver     608 F 2  2 2.356
IndianRiver     700 F 5  5 5.356
IndianRiver     576 F 2  2 2.356
IndianRiver     442 F 1  1 1.356
IndianRiver     507 F 2  2 2.356
IndianRiver     444 F 1  1 1.356
IndianRiver     453 F 1  1 1.356
IndianRiver     455 F 1  1 1.356
IndianRiver     520 F 2  2 2.356
IndianRiver     418 F 1  1 1.356
IndianRiver     593 F 2  2 2.356
IndianRiver     334 F 1  1 1.356
IndianRiver     428 F 1  1 1.356
IndianRiver     379 F 1  1 1.356
IndianRiver     422 F 1  1 1.356
IndianRiver     377 F 1  1 1.356
IndianRiver     442 F 1  1 1.356
IndianRiver     376 F 1  1 1.356
IndianRiver     533 F 2  2 2.356
IndianRiver     378 F 1  1 1.356
IndianRiver     382 F 1  1 1.356
IndianRiver     346 F 1  1 1.356
IndianRiver     384 F 1  1 1.356
IndianRiver     462 F 2  2 2.356
IndianRiver     470 F 2  2 2.359
IndianRiver     652 F 5  5 5.359
IndianRiver     517 F 3  3 3.359
IndianRiver     580 F 2  2 2.359
IndianRiver     313 F 1  1 1.359
IndianRiver     303 F 0  0 0.359
CharlotteHarbor 359 F 1  1 1.400
CharlotteHarbor 404 F 2  2 2.400
CharlotteHarbor 522 F 2  2 2.400
CharlotteHarbor 369 F 1  1 1.400
CharlotteHarbor 488 F 2  2 2.400
CharlotteHarbor 383 F 1  1 1.400
CharlotteHarbor 472 F 2  2 2.400
CharlotteHarbor 335 F 1  1 1.400
CharlotteHarbor 402 F 1  1 1.400
CharlotteHarbor 365 F 1  1 1.400
CharlotteHarbor 305 F 1  1 1.400
CharlotteHarbor 349 F 1  1 1.400
CharlotteHarbor 371 F 1  1 1.400
CharlotteHarbor 425 F 1  1 1.400
CharlotteHarbor 576 F 4  4 4.400
CharlotteHarbor 337 F 1  1 1.400
CharlotteHarbor 337 F 1  1 1.400
CharlotteHarbor 421 F 1  1 1.400
CharlotteHarbor 340 F 1  1 1.400
CharlotteHarbor 341 F 1  1 1.397
CharlotteHarbor 336 F 1  1 1.400
CharlotteHarbor 391 F 1  1 1.400
CharlotteHarbor 308 F 1  1 1.400
CharlotteHarbor 396 F 1  1 1.400
CharlotteHarbor 420 F 2  2 2.400
CharlotteHarbor 332 F 1  1 1.400
CharlotteHarbor 380 F 1  1 1.400
CharlotteHarbor 356 F 1  1 1.400
CharlotteHarbor 473 F 2  2 2.400
CharlotteHarbor 509 F 3  3 3.400
CharlotteHarbor 449 F 2  2 2.400
CharlotteHarbor 464 F 2  2 2.400
CharlotteHarbor 454 F 2  2 2.400
CharlotteHarbor 467 F 2  2 2.400
CharlotteHarbor 401 F 1  1 1.400
CharlotteHarbor 413 F 1  1 1.400
CharlotteHarbor 406 F 1  1 1.400
CharlotteHarbor 432 F 2  2 2.400
CharlotteHarbor 561 F 4  4 4.400
CharlotteHarbor 472 F 2  2 2.400
CharlotteHarbor 451 F 2  2 2.400
CharlotteHarbor 490 F 2  2 2.400
IndianRiver     353 F 1  1 1.433
IndianRiver     354 F 1  1 1.433
IndianRiver     357 F 1  1 1.433
IndianRiver     387 F 1  1 1.433
IndianRiver     377 F 1  1 1.433
IndianRiver     363 F 1  1 1.433
IndianRiver     319 F 1  1 1.433
IndianRiver     407 F 1  1 1.433
IndianRiver     331 F 1  1 1.433
IndianRiver     413 F 1  1 1.433
IndianRiver     406 F 1  1 1.433
IndianRiver     397 F 1  1 1.433
IndianRiver     393 F 1  1 1.433
IndianRiver     357 F 1  1 1.433
IndianRiver     394 F 1  1 1.433
IndianRiver     391 F 1  1 1.433
IndianRiver     427 F 1  1 1.433
IndianRiver     444 F 1  1 1.433
IndianRiver     523 F 2  2 2.433
IndianRiver     437 F 1  1 1.433
IndianRiver     419 F 1  1 1.433
IndianRiver     413 F 1  1 1.433
IndianRiver     349 F 1  1 1.433
IndianRiver     382 F 1  1 1.433
IndianRiver     460 F 1  1 1.433
IndianRiver     432 F 1  1 1.433
IndianRiver     449 F 2  2 2.433
IndianRiver     483 F 2  2 2.433
IndianRiver     410 F 1  1 1.435
IndianRiver     300 F 0  0 0.435
IndianRiver     345 F 1  1 1.435
IndianRiver     570 F 3  3 3.435
IndianRiver     460 F 3  3 3.435
IndianRiver     483 F 3  3 3.435
IndianRiver     459 F 2  2 2.435
IndianRiver     347 F 1  1 1.435
IndianRiver     497 F 1  1 1.435
IndianRiver     555 F 2  2 2.435
IndianRiver     350 F 1  1 1.435
IndianRiver     499 F 1  1 1.435
IndianRiver     582 F 2  2 2.435
IndianRiver     522 F 2  2 2.435
IndianRiver     478 F 1  1 1.435
IndianRiver     349 F 1  1 1.435
IndianRiver     339 F 1  1 1.435
IndianRiver     348 F 1  1 1.435
IndianRiver     348 F 1  1 1.435
IndianRiver     494 F 1  1 1.435
IndianRiver     487 F 1  1 1.435
IndianRiver     347 F 1  1 1.435
IndianRiver     564 F 2  2 2.435
IndianRiver     620 F 4  3 3.435
IndianRiver     685 F 4  4 4.435
IndianRiver     525 F 2  2 2.435
IndianRiver     554 F 2  2 2.435
IndianRiver     535 F 2  2 2.435
IndianRiver     705 F 3  3 3.435
IndianRiver     651 F 3  3 3.435
IndianRiver     604 F 3  3 3.435
IndianRiver     656 F 3  3 3.435
IndianRiver     595 F 2  2 2.435
IndianRiver     715 F 3  3 3.435
IndianRiver     772 F 5  5 5.435
IndianRiver     545 F 2  2 2.435
IndianRiver     540 F 2  2 2.435
IndianRiver     670 F 3  3 3.435
IndianRiver     613 F 4  3 3.435
IndianRiver     555 F 4  4 4.435
IndianRiver     624 F 2  2 2.435
IndianRiver     554 F 2  2 2.435
IndianRiver     575 F 2  2 2.468
IndianRiver     456 F 1  1 1.468
IndianRiver     442 F 1  1 1.468
IndianRiver     449 F 1  1 1.468
IndianRiver     399 F 1  1 1.468
IndianRiver     421 F 1  1 1.468
IndianRiver     334 F 1  1 1.468
IndianRiver     492 F 1  1 1.468
IndianRiver     504 F 1  1 1.468
IndianRiver     434 F 1  1 1.468
IndianRiver     407 F 1  1 1.468
IndianRiver     357 F 1  1 1.468
IndianRiver     507 F 1  1 1.468
IndianRiver     597 F 2  2 2.468
IndianRiver     572 F 2  2 2.468
IndianRiver     397 F 1  1 1.468
IndianRiver     437 F 1  1 1.468
IndianRiver     532 F 2  2 2.468
IndianRiver     664 F 3  3 3.468
IndianRiver     484 F 1  1 1.468
IndianRiver     359 F 1  1 1.468
IndianRiver     417 F 1  1 1.468
IndianRiver     746 F 4  4 4.468
IndianRiver     386 F 1  1 1.468
IndianRiver     413 F 1  1 1.468
IndianRiver     411 F 2  1 1.468
IndianRiver     423 F 1  1 1.468
IndianRiver     390 F 2  1 1.468
IndianRiver     408 F 1  1 1.468
IndianRiver     380 F 1  1 1.468
IndianRiver     397 F 1  1 1.468
IndianRiver     352 F 1  1 1.468
IndianRiver     354 F 2  1 1.468
IndianRiver     334 F 1  1 1.468
IndianRiver     580 F 5  4 4.468
IndianRiver     559 F 2  2 2.468
IndianRiver     335 F 1  1 1.468
IndianRiver     310 F 1  1 1.468
IndianRiver     459 F 2  2 2.468
IndianRiver     342 F 1  1 1.468
IndianRiver     337 F 2  1 1.468
IndianRiver     323 F 1  1 1.468
IndianRiver     497 F 2  2 2.471
IndianRiver     524 F 2  2 2.471
IndianRiver     488 F 2  2 2.471
IndianRiver     500 F 2  2 2.471
IndianRiver     458 F 2  2 2.471
IndianRiver     498 F 2  2 2.471
IndianRiver     459 F 2  2 2.471
IndianRiver     495 F 3  2 2.471
IndianRiver     508 F 3  3 3.471
IndianRiver     620 F 4  4 4.471
IndianRiver     590 F 3  3 3.471
IndianRiver     576 F 2  2 2.471
IndianRiver     525 F 3  3 3.471
IndianRiver     545 F 3  3 3.471
IndianRiver     502 F 3  3 3.471
IndianRiver     519 F 2  2 2.471
IndianRiver     573 F 4  3 3.471
IndianRiver     690 F 5  5 5.471
IndianRiver     702 F 3  3 3.471
CharlotteHarbor 334 F 1  1 1.493
CharlotteHarbor 440 F 1  1 1.493
CharlotteHarbor 408 F 1  1 1.493
CharlotteHarbor 393 F 1  1 1.493
CharlotteHarbor 315 F 2  1 1.493
CharlotteHarbor 360 F 1  1 1.493
CharlotteHarbor 380 F 1  1 1.493
CharlotteHarbor 311 F 1  1 1.493
CharlotteHarbor 395 F 1  1 1.493
CharlotteHarbor 369 F 1  1 1.493
CharlotteHarbor 384 F 1  1 1.493
CharlotteHarbor 344 F 1  1 1.493
CharlotteHarbor 357 F 1  1 1.493
CharlotteHarbor 520 F 2  2 2.493
CharlotteHarbor 341 F 1  1 1.493
CharlotteHarbor 621 F 4  4 4.493
CharlotteHarbor 475 F 2  2 2.493
CharlotteHarbor 330 F 2  1 1.493
CharlotteHarbor 375 F 2  1 1.493
CharlotteHarbor 305 F 2  1 1.493
CharlotteHarbor 366 F 1  1 1.493
CharlotteHarbor 396 F 1  1 1.493
CharlotteHarbor 414 F 1  1 1.493
CharlotteHarbor 432 F 2  2 2.493
CharlotteHarbor 464 F 2  2 2.493
CharlotteHarbor 412 F 1  1 1.493
CharlotteHarbor 422 F 1  1 1.493
CharlotteHarbor 430 F 2  2 2.493
CharlotteHarbor 432 F 1  1 1.493
CharlotteHarbor 404 F 2  2 2.493
CharlotteHarbor 513 F 3  3 3.493
CharlotteHarbor 463 F 2  2 2.493
CharlotteHarbor 337 F 1  1 1.493
CharlotteHarbor 346 F 1  1 1.493
CharlotteHarbor 457 F 3  3 3.493
CharlotteHarbor 550 F 4  4 4.493
CharlotteHarbor 510 F 2  2 2.493
CharlotteHarbor 480 F 3  3 3.493
CharlotteHarbor 497 F 2  2 2.493
IndianRiver     388 F 1  1 1.569
IndianRiver     392 F 2  1 1.569
IndianRiver     390 F 1  1 1.569
IndianRiver     404 F 2  1 1.569
IndianRiver     333 F 2  1 1.569
IndianRiver     395 F 1  1 1.569
IndianRiver     347 F 1  1 1.569
IndianRiver     415 F 1  1 1.569
IndianRiver     385 F 2  1 1.569
IndianRiver     436 F 2  1 1.569
IndianRiver     402 F 2  1 1.569
IndianRiver     398 F 1  1 1.569
IndianRiver     397 F 1  1 1.569
IndianRiver     404 F 1  1 1.569
IndianRiver     534 F 2  2 2.569
IndianRiver     562 F 2  2 2.569
IndianRiver     450 F 1  1 1.569
IndianRiver     422 F 1  1 1.569
IndianRiver     387 F 1  1 1.569
IndianRiver     440 F 2  1 1.569
IndianRiver     438 F 2  1 1.569
IndianRiver     410 F 1  1 1.569
IndianRiver     347 F 1  1 1.569
IndianRiver     440 F 1  1 1.569
IndianRiver     580 F 2  2 2.569
IndianRiver     431 F 1  1 1.569
IndianRiver     428 F 1  1 1.569
IndianRiver     460 F 1  1 1.569
IndianRiver     455 F 1  1 1.569
IndianRiver     365 F 2  1 1.569
IndianRiver     455 F 1  1 1.569
IndianRiver     724 F 4  4 4.569
IndianRiver     461 F 1  1 1.569
IndianRiver     532 F 2  2 2.569
IndianRiver     347 F 1  1 1.569
IndianRiver     341 F 0  0 0.569
IndianRiver     482 F 1  1 1.569
IndianRiver     522 F 2  2 2.569
IndianRiver     490 F 2  1 1.569
IndianRiver     468 F 2  1 1.569
IndianRiver     456 F 2  2 2.569
IndianRiver     508 F 3  2 2.569
IndianRiver     527 F 3  3 3.569
IndianRiver     500 F 2  2 2.569
IndianRiver     530 F 2  2 2.569
IndianRiver     549 F 3  3 3.569
IndianRiver     520 F 4  4 4.569
IndianRiver     562 F 3  3 3.569
IndianRiver     774 F 5  5 5.569
CharlotteHarbor 417 F 2  1 1.589
CharlotteHarbor 371 F 2  1 1.589
CharlotteHarbor 438 F 3  3 3.589
CharlotteHarbor 350 F 1  1 1.589
CharlotteHarbor 357 F 1  1 1.589
CharlotteHarbor 390 F 1  1 1.589
CharlotteHarbor 360 F 2  1 1.589
CharlotteHarbor 316 F 1  1 1.589
CharlotteHarbor 342 F 1  1 1.589
CharlotteHarbor 525 F 2  2 2.589
CharlotteHarbor 331 F 1  1 1.589
CharlotteHarbor 352 F 1  1 1.589
CharlotteHarbor 406 F 1  1 1.589
CharlotteHarbor 350 F 1  1 1.589
CharlotteHarbor 438 F 2  2 2.589
CharlotteHarbor 362 F 1  1 1.589
CharlotteHarbor 379 F 1  1 1.589
CharlotteHarbor 428 F 1  1 1.589
CharlotteHarbor 360 F 2  1 1.589
CharlotteHarbor 329 F 1  0 0.589
CharlotteHarbor 345 F 1  1 1.589
CharlotteHarbor 329 F 1  1 1.589
CharlotteHarbor 346 F 1  1 1.589
CharlotteHarbor 434 F 3  3 3.589
CharlotteHarbor 395 F 2  2 2.589
CharlotteHarbor 417 F 2  1 1.589
CharlotteHarbor 539 F 3  3 3.589
CharlotteHarbor 587 F 3  3 3.589
CharlotteHarbor 484 F 2  2 2.589
CharlotteHarbor 558 F 3  3 3.589
CharlotteHarbor 485 F 2  2 2.589
CharlotteHarbor 510 F 3  3 3.589
CharlotteHarbor 567 F 3  3 3.589
CharlotteHarbor 582 F 5  5 5.589
CharlotteHarbor 402 F 1  1 1.589
CharlotteHarbor 417 F 2  2 2.589
CharlotteHarbor 403 F 2  1 1.589
CharlotteHarbor 452 F 1  1 1.589
CharlotteHarbor 345 F 1  1 1.589
CharlotteHarbor 337 F 2  1 1.589
CharlotteHarbor 345 F 2  1 1.589
CharlotteHarbor 460 F 1  1 1.589
CharlotteHarbor 303 F 0  0 0.589
CharlotteHarbor 286 F 0  0 0.589
CharlotteHarbor 296 F 0  0 0.589
CharlotteHarbor 290 F 0  0 0.589
CharlotteHarbor 458 F 2  2 2.589
CharlotteHarbor 525 F 3  3 3.589
CharlotteHarbor 507 F 3  3 3.589
CharlotteHarbor 505 F 3  3 3.589
CharlotteHarbor 465 F 2  2 2.589
CharlotteHarbor 465 F 2  2 2.589
CharlotteHarbor 597 F 3  3 3.589
CharlotteHarbor 472 F 3  3 3.589
CharlotteHarbor 292 F 2  1 1.589
IndianRiver     461 F 1  1 1.663
IndianRiver     456 F 1  1 1.663
IndianRiver     421 F 1  1 1.663
IndianRiver     483 F 1  1 1.663
IndianRiver     463 F 1  1 1.663
IndianRiver     464 F 2  1 1.663
IndianRiver     359 F 2  1 1.663
IndianRiver     367 F 1  1 1.663
IndianRiver     343 F 1  1 1.663
IndianRiver     372 F 1  1 1.663
IndianRiver     382 F 1  1 1.663
IndianRiver     352 F 1  1 1.663
IndianRiver     341 F 1  1 1.663
IndianRiver     590 F 3  2 2.663
IndianRiver     652 F 4  4 4.663
IndianRiver     675 F 3  3 3.663
IndianRiver     564 F 4  3 3.663
IndianRiver     454 F 1  1 1.663
IndianRiver     642 F 5  4 4.663
IndianRiver     706 F 5  5 5.663
IndianRiver     730 F 6  6 6.663
IndianRiver     587 F 3  2 2.663
IndianRiver     436 F 1  1 1.663
IndianRiver     594 F 3  3 3.663
IndianRiver     588 F 2  2 2.663
IndianRiver     557 F 3  3 3.663
IndianRiver     597 F 3  3 3.663
IndianRiver      NA F 3  3 3.663
IndianRiver     542 F 3  2 2.663
IndianRiver     667 F 4  4 4.663
IndianRiver     590 F 2  2 2.663
IndianRiver     563 F 2  2 2.663
IndianRiver     575 F 3  2 2.663
IndianRiver     598 F 2  2 2.663
IndianRiver     381 F 1  1 1.663
IndianRiver     609 F 4  3 3.663
IndianRiver     619 F 4  3 3.663
IndianRiver     522 F 3  2 2.663
IndianRiver     545 F 3  2 2.663
IndianRiver     526 F 2  2 2.663
IndianRiver     633 F 5  4 4.663
IndianRiver     476 F 2  1 1.663
IndianRiver     500 F 3  2 2.663
IndianRiver     549 F 3  2 2.663
IndianRiver     364 F 2  1 1.663
IndianRiver     513 F 2  2 2.663
IndianRiver     673 F 4  4 4.663
IndianRiver     503 F 3  2 2.663
IndianRiver      NA F 2  1 1.663
IndianRiver     492 F 2  1 1.663
IndianRiver     492 F 3  2 2.663
IndianRiver     332 F 2  1 1.663
IndianRiver     442 F 2  1 1.663
IndianRiver     546 F 2  2 2.663
IndianRiver     546 F 2  2 2.663
IndianRiver     534 F 2  2 2.663
IndianRiver     586 F 3  3 3.663
IndianRiver     704 F 5  5 5.663
IndianRiver     745 F 5  4 4.663
IndianRiver     347 F 1  1 1.663
IndianRiver     389 F 1  1 1.663
IndianRiver     712 F 4  4 4.663
IndianRiver     363 F 1  1 1.663
CharlotteHarbor 599 F 4  4 4.671
CharlotteHarbor 551 F 3  3 3.671
CharlotteHarbor 557 F 5  4 4.671
CharlotteHarbor 538 F 2  2 2.671
CharlotteHarbor 512 F 2  2 2.671
CharlotteHarbor 598 F 5  4 4.671
CharlotteHarbor 511 F 2  2 2.671
CharlotteHarbor 373 F 1  1 1.671
CharlotteHarbor 369 F 2  1 1.671
CharlotteHarbor 375 F 1  1 1.671
CharlotteHarbor 374 F 2  1 1.671
CharlotteHarbor 387 F 1  1 1.671
CharlotteHarbor 324 F 1  1 1.671
CharlotteHarbor 408 F 1  1 1.671
CharlotteHarbor 332 F 1  1 1.671
CharlotteHarbor 332 F 1  1 1.671
CharlotteHarbor 356 F 2  1 1.671
CharlotteHarbor 361 F 1  1 1.671
CharlotteHarbor 340 F 1  1 1.671
CharlotteHarbor 379 F 1  1 1.671
CharlotteHarbor 341 F 1  1 1.671
CharlotteHarbor 508 F 4  3 3.671
CharlotteHarbor 503 F 5  4 4.671
CharlotteHarbor 372 F 1  1 1.671
CharlotteHarbor 487 F 2  2 2.671
CharlotteHarbor 416 F 1  1 1.671
CharlotteHarbor 332 F 2  1 1.671
CharlotteHarbor 346 F 1  1 1.671
CharlotteHarbor 408 F 1  1 1.671
CharlotteHarbor 422 F 1  1 1.671
CharlotteHarbor 408 F 1  1 1.671
CharlotteHarbor 439 F 1  1 1.671
CharlotteHarbor 403 F 1  1 1.671
CharlotteHarbor 338 F 2  1 1.671
CharlotteHarbor 402 F 1  1 1.671
CharlotteHarbor 402 F 1  1 1.671
CharlotteHarbor 319 F 1  1 1.671
CharlotteHarbor 339 F 1  1 1.671
CharlotteHarbor 330 F 2  1 1.671
CharlotteHarbor 487 F 2  2 2.671
CharlotteHarbor 501 F 3  3 3.671
CharlotteHarbor 430 F 3  2 2.723
CharlotteHarbor 384 F 2  1 1.723
CharlotteHarbor 382 F 1  1 1.723
CharlotteHarbor 360 F 2  1 1.723
CharlotteHarbor 327 F 2  1 1.723
CharlotteHarbor 309 F 1  1 1.723
CharlotteHarbor 327 F 1  1 1.723
CharlotteHarbor 337 F 2  1 1.723
CharlotteHarbor 377 F 1  1 1.723
CharlotteHarbor 330 F 2  1 1.723
CharlotteHarbor 414 F 1  1 1.723
CharlotteHarbor 356 F 2  1 1.723
CharlotteHarbor 420 F 3  2 2.723
CharlotteHarbor 355 F 2  1 1.723
CharlotteHarbor 330 F 1  1 1.723
CharlotteHarbor 308 F 2  1 1.723
CharlotteHarbor 319 F 1  1 1.723
CharlotteHarbor 327 F 1  1 1.723
CharlotteHarbor 320 F 1  1 1.723
CharlotteHarbor 379 F 2  1 1.723
CharlotteHarbor 337 F 2  1 1.723
CharlotteHarbor 370 F 2  1 1.723
CharlotteHarbor 372 F 2  1 1.723
CharlotteHarbor 395 F 1  1 1.723
CharlotteHarbor 434 F 2  1 1.723
CharlotteHarbor 516 F 4  3 3.723
CharlotteHarbor 417 F 1  1 1.723
CharlotteHarbor 508 F 3  2 2.723
CharlotteHarbor 410 F 1  1 1.723
CharlotteHarbor 414 F 2  1 1.723
CharlotteHarbor 414 F 2  1 1.723
CharlotteHarbor 400 F 1  1 1.723
CharlotteHarbor 516 F 4  3 3.723
CharlotteHarbor 404 F 1  1 1.723
CharlotteHarbor 496 F 3  3 3.723
IndianRiver     597 F 3  3 3.775
IndianRiver     502 F 3  2 2.775
IndianRiver     423 F 4  3 3.775
IndianRiver     485 F 4  3 3.775
IndianRiver     495 F 3  2 2.775
IndianRiver     539 F 4  3 3.775
IndianRiver     371 F 2  1 1.775
IndianRiver     363 F 2  1 1.775
IndianRiver     345 F 1  1 1.775
IndianRiver     362 F 1  1 1.778
IndianRiver     435 F 1  1 1.778
IndianRiver     379 F 2  1 1.778
IndianRiver     372 F 2  1 1.778
IndianRiver     349 F 2  1 1.778
IndianRiver     343 F 2  1 1.778
IndianRiver     363 F 2  1 1.778
IndianRiver     369 F 2  1 1.778
IndianRiver     342 F 2  1 1.778
IndianRiver     466 F 1  1 1.778
IndianRiver     459 F 1  1 1.778
IndianRiver     413 F 2  1 1.778
IndianRiver     472 F 2  1 1.778
IndianRiver     441 F 2  1 1.778
IndianRiver     412 F 2  1 1.778
CharlotteHarbor 549 F 6  5 5.805
CharlotteHarbor 595 F 5  4 4.805
CharlotteHarbor 472 F 3  2 2.805
CharlotteHarbor 417 F 3  2 2.805
CharlotteHarbor 356 F 1  1 1.805
CharlotteHarbor 349 F 2  1 1.805
