Lake	Date	Rep	Effort	Species	TL	TLe	Wt	Wte
ANN	1/12/02	16	20	LMB	262	10.31496063	298.7304264	0.658587073
ANN	1/12/02	16	20	LMB	272	10.70866142	232.2012671	0.511915557
ANN	1/12/02	16	20	LMB	318	12.51968504	487.1110002	1.073894653
ANN	1/12/02	16	20	LMB	331	13.03149606	633.9277511	1.397569799
ANN	1/12/02	16	20	LMB	333	13.11023622	490.7331218	1.081880055
ANN	1/12/02	16	20	LMB	335	13.18897638	572.6715974	1.262523257
ANN	1/12/02	16	20	LMB	344	13.54330709	576.6735349	1.271346008
ANN	1/12/02	16	20	LMB	381	15	848.1058032	1.869751016
CRO	1/4/02	1	20	LMB	184	7.244094488	88.69598394	0.19554094
CRO	1/4/02	1	20	LMB	138	5.433070866	37.34910279	0.082340579
CRO	1/4/02	1	20	LMB	256	10.07874016	251.5860204	0.554651572
CRO	1/4/02	1	20	LMB	324	12.75590551	486.0622597	1.071582579
CRO	1/4/02	1	20	LMB	265	10.43307087	238.972525	0.526843608
CRO	1/4/02	1	20	LMB	294	11.57480315	438.7745467	0.967331141
CRO	1/4/02	1	20	LMB	271	10.66929134	230.4996809	0.508164206
CRO	1/4/02	1	20	LMB	345	13.58267717	705.2317233	1.554767962
CRO	1/4/02	1	20	LMB	542	21.33858268	2908.400975	6.411918957
CRO	1/4/02	1	20	LMB	412	16.22047244	1044.339102	2.302370871
CRO	1/4/02	1	20	LMB	170	6.692913386	69.29844493	0.152776738
CRO	1/4/02	1	20	LMB	283	11.14173228	361.5294383	0.79703503
CRO	1/4/02	1	20	LMB	177	6.968503937	76.76017264	0.169227012
CRO	1/4/02	1	20	LMB	246	9.68503937	160.1800556	0.353136154
CRO	1/4/02	2	20	LMB	410	16.14173228	1044.185983	2.302033302
CRO	1/4/02	2	20	LMB	315	12.4015748	497.3433592	1.096453116
CRO	1/4/02	2	20	LMB	323	12.71653543	489.7540916	1.079721665
CRO	1/4/02	2	20	LMB	294	11.57480315	251.9076462	0.555360635
CRO	1/4/02	2	20	LMB	320	12.5984252	552.8487277	1.218821362
CRO	1/4/02	2	20	LMB	308	12.12598425	476.2520632	1.049954824
CRO	1/4/02	2	20	LMB	304	11.96850394	367.924691	0.811134132
CRO	1/4/02	2	20	LMB	169	6.653543307	68.81740511	0.151716228
CRO	1/4/02	2	20	LMB	254	10	192.1160691	0.423542928
CRO	1/4/02	2	20	LMB	147	5.787401575	38.89708895	0.0857533
CRO	1/4/02	2	20	LMB	242	9.527559055	174.6227678	0.384976846
CRO	1/4/02	2	20	LMB	216	8.503937008	99.12527318	0.21853356
CRO	1/4/02	2	20	LMB	122	4.803149606	23.02670865	0.050765142
CRO	1/4/02	2	20	LMB	292	11.49606299	360.2324999	0.794175774
CRO	1/4/02	2	20	LMB	193	7.598425197	81.61216122	0.179923803
CRO	1/4/02	2	20	LMB	209	8.228346457	103.1826393	0.22747851
CRO	1/4/02	2	20	LMB	113	4.448818898	11.79410331	0.026001516
CRO	1/4/02	2	20	LMB	132	5.196850394	29.79343608	0.065683205
CRO	1/31/02	1	20	LMB	308	12.12598425	390.9757703	0.861953003
CRO	1/31/02	1	20	LMB	307	12.08661417	429.4028037	0.946670009
CRO	1/31/02	1	20	LMB	270	10.62992126	414.8588874	0.9146062
CRO	1/31/02	1	20	LMB	319	12.55905512	560.7232867	1.236181772
CRO	1/31/02	1	20	LMB	358	14.09448819	637.3726655	1.405164526
CRO	1/31/02	1	20	LMB	349	13.74015748	571.6626595	1.260298932
CRO	1/31/02	1	20	LMB	341	13.42519685	501.634202	1.105912794
CRO	1/31/02	1	20	LMB	202	7.952755906	134.8392418	0.297269289
CRO	1/31/02	1	20	LMB	243	9.566929134	188.7841009	0.416197205
CRO	1/31/02	1	20	LMB	432	17.00787402	990.459418	2.183586642
CRO	1/31/02	1	20	LMB	257	10.11811024	204.8556339	0.451628828
CRO	1/31/02	1	20	LMB	365	14.37007874	419.7340548	0.925354092
CRO	1/31/02	1	20	LMB	383	15.07874016	742.8367091	1.637672666
CRO	1/31/02	1	20	LMB	400	15.7480315	1405.751804	3.099148542
CRO	1/31/02	1	20	LMB	285	11.22047244	201.1501021	0.443459538
CRO	1/31/02	1	20	LMB	329	12.95275591	372.4491109	0.821108759
CRO	1/31/02	1	20	LMB	308	12.12598425	416.1100717	0.917364586
CRO	1/31/02	1	20	LMB	284	11.18110236	224.3849967	0.494683652
CRO	1/31/02	1	20	LMB	322	12.67716535	427.5526581	0.942591141
CRO	1/31/02	1	20	LMB	369	14.52755906	691.8845792	1.525342581
CRO	1/31/02	1	20	LMB	294	11.57480315	253.1296694	0.558054732
CRO	1/31/02	1	20	LMB	325	12.79527559	527.413443	1.162746225
CRO	1/31/02	1	20	LMB	118	4.645669291	17.53074014	0.03864862
CRO	1/31/02	1	20	LMB	269	10.59055118	313.8257761	0.691866582
CRO	1/31/02	1	20	LMB	211	8.307086614	144.8168905	0.319266213
CRO	1/31/02	1	20	LMB	195	7.677165354	83.06347863	0.183123406
CRO	1/31/02	2	20	LMB	280	11.02362205	283.0765798	0.624076289
CRO	1/31/02	2	20	LMB	333	13.11023622	556.8555029	1.227654779
CRO	1/31/02	2	20	LMB	387	15.23622047	1021.532976	2.252092029
CRO	1/31/02	2	20	LMB	438	17.24409449	1396.534001	3.078826788
CRO	1/31/02	2	20	LMB	401	15.78740157	1127.59444	2.485917254
CRO	1/31/02	2	20	LMB	266	10.47244094	289.0585086	0.637264169
CRO	1/31/02	2	20	LMB	233	9.173228346	204.7627757	0.451424111
CRO	1/31/02	2	20	LMB	244	9.606299213	154.9080132	0.341513304
CRO	1/31/02	2	20	LMB	322	12.67716535	365.9257934	0.806727323
CRO	1/31/02	2	20	LMB	294	11.57480315	402.9556824	0.888364157
CRO	1/31/02	2	20	LMB	380	14.96062992	961.4455371	2.11962206
CRO	1/31/02	2	20	LMB	328	12.91338583	344.5892121	0.759688269
CRO	1/31/02	2	20	LMB	235	9.251968504	208.904691	0.46055546
CRO	1/31/02	2	20	LMB	163	6.417322835	78.86916625	0.173876541
CRO	1/31/02	2	20	LMB	133	5.236220472	35.3033663	0.077830507
CRO	1/31/02	2	20	LMB	334	13.1496063	535.0677897	1.179621151
CRO	1/31/02	2	20	LMB	244	9.606299213	210.8293967	0.464798704
CRO	1/31/02	2	20	LMB	251	9.881889764	230.1604182	0.507416261
CRO	1/31/02	2	20	LMB	230	9.05511811	230.6991436	0.508603946
CRO	1/31/02	2	20	LMB	276	10.86614173	414.477856	0.913766171
CRO	1/31/02	2	20	LMB	244	9.606299213	235.0361152	0.51816532
CRO	1/31/02	2	20	LMB	228	8.976377953	146.703531	0.323425538
CRO	1/31/02	3	20	LMB	412	16.22047244	590.8525435	1.302605335
CRO	1/31/02	3	20	LMB	329	12.95275591	616.2130713	1.358515661
CRO	1/31/02	3	20	LMB	166	6.535433071	79.03347988	0.17423879
CRO	1/31/02	3	20	LMB	247	9.724409449	154.248812	0.340060016
CRO	1/31/02	3	20	LMB	295	11.61417323	379.4049424	0.836443724
CRO	1/31/02	3	20	LMB	324	12.75590551	440.3662892	0.970840328
CRO	1/31/02	3	20	LMB	263	10.35433071	330.0500084	0.72763485
CRO	1/31/02	3	20	LMB	243	9.566929134	223.0163897	0.491666393
CRO	1/31/02	3	20	LMB	247	9.724409449	163.0419406	0.359445523
CRO	1/31/02	4	20	LMB	453	17.83464567	1523.756097	3.359303166
CRO	1/31/02	4	20	LMB	333	13.11023622	520.3295998	1.147129042
CRO	1/31/02	4	20	LMB	325	12.79527559	540.4700867	1.191531162
CRO	1/31/02	4	20	LMB	283	11.14173228	326.7886265	0.720444742
CRO	1/31/02	4	20	LMB	342	13.46456693	416.9993983	0.919325213
CRO	1/31/02	4	20	LMB	333	13.11023622	591.5682737	1.304183248
CRO	1/31/02	4	20	LMB	271	10.66929134	281.4846278	0.62056664
CRO	1/31/02	4	20	LMB	337	13.26771654	566.890297	1.249777687
CRO	1/31/02	4	20	LMB	257	10.11811024	171.0665824	0.377136809
CRO	1/31/02	4	20	LMB	238	9.37007874	117.558172	0.259171097
CRO	1/31/02	5	20	LMB	276	10.86614173	217.6252568	0.479780994
CRO	1/31/02	5	20	LMB	389	15.31496063	865.4570512	1.908003924
CRO	1/31/02	5	20	LMB	421	16.57480315	755.773123	1.666192542
CRO	1/31/02	5	20	LMB	296	11.65354331	368.1734373	0.811682523
CRO	1/31/02	5	20	LMB	274	10.78740157	246.5757886	0.543605915
CRO	1/31/02	5	20	LMB	323	12.71653543	609.3052508	1.343286542
CRO	1/31/02	5	20	LMB	299	11.77165354	358.6716732	0.790734744
CRO	1/31/02	5	20	LMB	318	12.51968504	536.5110449	1.18280298
CRO	1/31/02	5	20	LMB	269	10.59055118	302.5364832	0.666977982
CRO	1/31/02	5	20	LMB	348	13.7007874	573.7296448	1.264855849
CRO	1/31/02	5	20	LMB	285	11.22047244	399.7184379	0.881227263
CRO	1/31/02	5	20	LMB	343	13.50393701	683.3158477	1.506451784
CRO	1/31/02	5	20	LMB	248	9.763779528	265.5701651	0.585481297
CRO	1/31/02	5	20	LMB	348	13.7007874	700.4689203	1.544267791
CRO	1/31/02	5	20	LMB	300	11.81102362	462.4204614	1.019461398
CRO	1/31/02	6	20	LMB	409	16.1023622	912.7856766	2.012345558
CRO	1/31/02	6	20	LMB	264	10.39370079	257.4397595	0.567556843
CRO	1/31/02	6	20	LMB	305	12.00787402	424.6617361	0.936217757
CRO	1/31/02	6	20	LMB	313	12.32283465	452.9192163	0.998514763
CRO	1/31/02	6	20	LMB	302	11.88976378	416.5006394	0.91822564
CRO	1/31/02	6	20	LMB	354	13.93700787	377.4053351	0.83203535
CRO	1/31/02	6	20	LMB	312	12.28346457	476.895236	1.051372775
CRO	1/31/02	6	20	LMB	319	12.55905512	451.2500589	0.994834905
CRO	1/31/02	6	20	LMB	313	12.32283465	358.2738169	0.789857622
CRO	1/31/02	6	20	LMB	352	13.85826772	777.6461276	1.714414206
CRO	1/31/02	6	20	LMB	279	10.98425197	368.974584	0.813448747
CRO	1/31/02	6	20	LMB	229	9.015748031	196.6213324	0.433475322
CRO	1/31/02	6	20	LMB	262	10.31496063	308.1333739	0.679316999
CRO	1/31/02	6	20	LMB	311	12.24409449	361.0731776	0.796029149
CRO	1/31/02	6	20	LMB	249	9.803149606	278.3580486	0.613673721
CRO	2/1/02	1	20	LMB	390	15.35433071	757.3723162	1.669718156
CRO	2/1/02	1	20	LMB	549	21.61417323	2904.145352	6.402536927
CRO	2/1/02	1	20	LMB	421	16.57480315	970.7512801	2.140137687
CRO	2/1/02	1	20	LMB	411	16.18110236	1225.711797	2.702228741
CRO	2/1/02	1	20	LMB	299	11.77165354	465.5372744	1.026332786
CRO	2/1/02	1	20	LMB	359	14.13385827	782.2870001	1.724645566
CRO	2/1/02	1	20	LMB	259	10.19685039	250.716149	0.552733836
CRO	2/1/02	1	20	LMB	289	11.37795276	227.062971	0.500587567
CRO	2/1/02	1	20	LMB	190	7.480314961	81.35464643	0.179356081
CRO	2/1/02	1	20	LMB	312	12.28346457	386.9441429	0.853064796
CRO	2/1/02	1	20	LMB	253	9.960629921	230.5249778	0.508219977
CRO	2/1/02	1	20	LMB	154	6.062992126	56.74905505	0.125110102
CRO	2/1/02	1	20	LMB	127	5	33.08070384	0.072930381
CRO	2/1/02	1	20	LMB	135	5.31496063	22.67540878	0.04999066
CRO	2/1/02	2	20	LMB	324	12.75590551	620.1430497	1.36717977
CRO	2/1/02	2	20	LMB	149	5.866141732	30.3681956	0.066950331
CRO	2/1/02	2	20	LMB	251	9.881889764	239.7135724	0.528477336
CRO	2/1/02	2	20	LMB	322	12.67716535	505.9493376	1.115426029
CRO	2/1/02	2	20	LMB	316	12.44094488	502.3006018	1.107381953
CRO	2/1/02	2	20	LMB	127	5	16.26285282	0.035853411
CRO	2/1/02	2	20	LMB	190	7.480314961	87.74596106	0.193446501
CRO	2/1/02	2	20	LMB	395	15.5511811	901.7798379	1.988081866
CRO	2/1/02	2	20	LMB	305	12.00787402	424.4151109	0.935674042
CRO	2/1/02	2	20	LMB	243	9.566929134	180.726409	0.398433056
CRO	2/1/02	2	20	LMB	318	12.51968504	583.2501938	1.285845042
CRO	2/1/02	2	20	LMB	156	6.141732283	62.85695765	0.138575706
CRO	2/1/02	2	20	LMB	177	6.968503937	54.5150357	0.120184938
CRO	2/1/02	2	20	LMB	250	9.842519685	144.3231831	0.318177776
CRO	2/1/02	2	20	LMB	136	5.354330709	27.01632255	0.059560725
CRO	2/1/02	2	20	LMB	137	5.393700787	31.52325624	0.069496801
CRO	2/1/02	2	20	LMB	235	9.251968504	174.5024387	0.384711566
CRO	2/1/02	3	20	LMB	133	5.236220472	38.02854971	0.083838501
CRO	2/1/02	3	20	LMB	139	5.472440945	42.25420516	0.093154466
CRO	2/1/02	3	20	LMB	299	11.77165354	464.8526272	1.024823399
CRO	2/1/02	3	20	LMB	298	11.73228346	378.4529333	0.834344906
CRO	2/1/02	3	20	LMB	234	9.212598425	152.1631544	0.335461933
CRO	2/1/02	3	20	LMB	336	13.22834646	608.5720964	1.341670215
CRO	2/1/02	3	20	LMB	258	10.15748031	267.6913475	0.590157698
CRO	2/1/02	3	20	LMB	126	4.960629921	25.07924828	0.055290212
CRO	2/1/02	3	20	LMB	264	10.39370079	221.2216011	0.487709566
CRO	2/1/02	3	20	LMB	248	9.763779528	111.211257	0.245178562
CRO	2/1/02	3	20	LMB	203	7.992125984	134.7937981	0.297169103
CRO	2/1/02	3	20	LMB	260	10.23622047	217.1876732	0.478816288
CRO	2/1/02	3	20	LMB	138	5.433070866	32.24677994	0.071091896
CRO	2/1/02	3	20	LMB	269	10.59055118	199.5792814	0.439996475
CRO	2/1/02	4	20	LMB	418	16.45669291	877.4407027	1.934423322
CRO	2/1/02	4	20	LMB	128	5.039370079	25.5337558	0.056292229
CRO	2/1/02	4	20	LMB	254	10	322.7004039	0.711431764
CRO	2/1/02	4	20	LMB	286	11.25984252	275.9863218	0.608444965
CRO	2/1/02	4	20	LMB	319	12.55905512	576.2962202	1.270514173
CRO	2/1/02	4	20	LMB	374	14.72440945	1030.392992	2.271624999
CRO	2/1/02	4	20	LMB	263	10.35433071	239.1207568	0.527170403
CRO	2/1/02	4	20	LMB	274	10.78740157	280.3979614	0.618170954
CRO	2/1/02	4	20	LMB	293	11.53543307	299.8171066	0.66098279
CRO	2/1/02	4	20	LMB	179	7.047244094	77.01615236	0.16979135
CRO	2/1/02	4	20	LMB	129	5.078740157	31.47267786	0.069385295
CRO	2/1/02	4	20	LMB	167	6.57480315	41.19529158	0.090819964
CRO	2/1/02	5	20	LMB	315	12.4015748	511.819312	1.128367092
CRO	2/1/02	5	20	LMB	297	11.69291339	342.1929223	0.75440536
CRO	2/1/02	5	20	LMB	267	10.51181102	260.6546205	0.574644389
CRO	2/1/02	5	20	LMB	152	5.984251969	34.20390583	0.075406615
CRO	2/1/02	5	20	LMB	217	8.543307087	131.0880759	0.288999394
CRO	2/1/02	6	20	LMB	608	23.93700787	3123.34688	6.885792998
CRO	2/1/02	6	20	LMB	284	11.18110236	346.0944681	0.763006786
CRO	2/1/02	6	20	LMB	307	12.08661417	458.0558965	1.009839191
CRO	2/1/02	6	20	LMB	270	10.62992126	219.4631762	0.483832907
CRO	2/1/02	6	20	LMB	157	6.181102362	50.90139898	0.112218242
CRO	2/1/02	6	20	LMB	242	9.527559055	161.4079084	0.355843103
CRO	2/1/02	6	20	LMB	155	6.102362205	64.46803555	0.142127521
CRO	2/1/02	6	20	LMB	306	12.04724409	339.2701485	0.747961755
CRO	2/1/02	6	20	LMB	126	4.960629921	24.45402049	0.053911823
CRO	2/1/02	6	20	LMB	315	12.4015748	533.1869528	1.17547462
CRO	2/1/02	6	20	LMB	367	14.4488189	896.2484736	1.97588731
CRO	2/1/02	6	20	LMB	338	13.30708661	402.1336699	0.886551931
CRO	2/1/02	6	20	LMB	152	5.984251969	31.14031756	0.068652567
CRO	2/1/02	6	20	LMB	248	9.763779528	186.1847941	0.410466721
CRO	2/1/02	6	20	LMB	163	6.417322835	49.77513836	0.109735266
CRO	2/1/02	6	20	LMB	146	5.748031496	49.36874099	0.108839314
CRO	2/1/02	6	20	LMB	145	5.708661417	47.85383486	0.105499521
CRO	2/1/02	6	20	LMB	133	5.236220472	28.62618216	0.063109854
CRO	2/1/02	6	20	LMB	147	5.787401575	35.45932461	0.078174336
CRO	2/1/02	6	20	LMB	133	5.236220472	23.87038936	0.052625138
CRO	2/1/02	7	20	LMB	119	4.68503937	22.03835305	0.048586194
CRO	2/1/02	7	20	LMB	306	12.04724409	468.5311083	1.032933052
CRO	2/1/02	7	20	LMB	328	12.91338583	477.1661371	1.051970009
CRO	2/1/02	7	20	LMB	317	12.48031496	541.0280458	1.19276125
CRO	2/1/02	7	20	LMB	314	12.36220472	501.4257103	1.10545315
CRO	2/1/02	7	20	LMB	298	11.73228346	394.6863036	0.870133319
CRO	2/1/02	7	20	LMB	308	12.12598425	474.4807639	1.046049782
CRO	2/1/02	7	20	LMB	354	13.93700787	771.6709432	1.701241195
CRO	2/1/02	7	20	LMB	323	12.71653543	541.0423807	1.192792853
CRO	2/1/02	7	20	LMB	371	14.60629921	811.2335769	1.788461768
CRO	2/1/02	7	20	LMB	344	13.54330709	410.1921378	0.904317791
CRO	2/1/02	7	20	LMB	139	5.472440945	36.97046722	0.081505831
CRO	2/1/02	7	20	LMB	364	14.33070866	618.0375222	1.362537882
CRO	2/1/02	7	20	LMB	357	14.05511811	782.4530756	1.725011699
CRO	2/1/02	7	20	LMB	218	8.582677165	130.1882598	0.287015641
CRO	2/1/02	7	20	LMB	255	10.03937008	183.6010114	0.404770462
CRO	2/1/02	7	20	LMB	121	4.763779528	31.89338467	0.070312794
CRO	2/1/02	7	20	LMB	285	11.22047244	264.459242	0.583032134
CRO	2/1/02	7	20	LMB	337	13.26771654	626.7042227	1.381644663
CRO	2/1/02	7	20	LMB	178	7.007874016	67.44718614	0.148695416
CRO	2/1/02	7	20	LMB	257	10.11811024	323.6149241	0.713447934
CRO	2/1/02	7	20	LMB	232	9.133858268	148.6225606	0.32765627
CRO	2/1/02	7	20	LMB	157	6.181102362	39.47471609	0.087026749
CRO	2/1/02	8	20	LMB	428	16.8503937	977.3334105	2.154648783
CRO	2/1/02	8	20	LMB	235	9.251968504	192.924513	0.42532524
CRO	2/1/02	8	20	LMB	229	9.015748031	142.5791564	0.31433286
CRO	2/1/02	8	20	LMB	276	10.86614173	320.0287274	0.705541733
CRO	2/1/02	8	20	LMB	203	7.992125984	77.57115171	0.171014912
CRO	2/1/02	8	20	LMB	252	9.921259843	247.5478841	0.545749016
CRO	2/1/02	8	20	LMB	204	8.031496063	129.2910942	0.285037732
CRO	2/1/02	8	20	LMB	269	10.59055118	271.9448795	0.59953512
CRO	2/1/02	8	20	LMB	214	8.42519685	147.4848461	0.325148041
CRO	2/1/02	8	20	LMB	259	10.19685039	270.3261718	0.595966485
CRO	2/1/02	8	20	LMB	454	17.87401575	901.4242122	1.987297847
CRO	2/1/02	8	20	LMB	402	15.82677165	1104.847215	2.435768268
CRO	2/1/02	8	20	LMB	228	8.976377953	209.382331	0.461608475
CRO	2/1/02	8	20	LMB	320	12.5984252	401.315966	0.884749205
CRO	2/1/02	8	20	LMB	263	10.35433071	290.4008082	0.64022343
CRO	2/1/02	8	20	LMB	142	5.590551181	48.37477503	0.106647997
CRO	2/1/02	8	20	LMB	182	7.165354331	52.35635146	0.11542586
CRO	2/1/02	9	20	LMB	344	13.54330709	653.1154162	1.439871309
CRO	2/1/02	9	20	LMB	276	10.86614173	228.5194531	0.503798557
CRO	2/1/02	9	20	LMB	310	12.20472441	311.6918973	0.687162191
CRO	2/1/02	9	20	LMB	311	12.24409449	423.6113492	0.933902053
CRO	2/1/02	9	20	LMB	523	20.59055118	2466.123676	5.436865578
CRO	2/1/02	9	20	LMB	335	13.18897638	641.533485	1.414337552
CRO	2/1/02	9	20	LMB	258	10.15748031	255.6762578	0.563668991
CRO	2/1/02	9	20	LMB	307	12.08661417	444.9004279	0.980836381
CRO	2/1/02	9	20	LMB	242	9.527559055	84.36384422	0.185990218
CRO	2/1/02	9	20	LMB	252	9.921259843	232.1011194	0.51169477
CRO	2/1/02	9	20	LMB	180	7.086614173	70.42506768	0.155260513
CRO	2/1/02	9	20	LMB	227	8.937007874	126.0003805	0.277782959
CRO	2/1/02	9	20	LMB	219	8.622047244	88.86039039	0.195903394
CRO	2/1/02	9	20	LMB	220	8.661417323	136.0456899	0.299929049
CRO	2/1/02	9	20	LMB	293	11.53543307	355.4624938	0.783659723
CRO	2/1/02	9	20	LMB	223	8.779527559	175.7680201	0.387501692
CRO	2/1/02	9	20	LMB	247	9.724409449	244.9143375	0.539943047
CRO	2/1/02	9	20	LMB	235	9.251968504	191.0807361	0.421260412
CRO	2/1/02	9	20	LMB	173	6.811023622	85.42393513	0.188327316
CRO	2/1/02	9	20	LMB	146	5.748031496	48.68983128	0.107342576
CRO	2/1/02	9	20	LMB	162	6.377952756	63.31415434	0.139583651
CRO	2/1/02	9	20	LMB	154	6.062992126	32.57850841	0.071823231
CRO	2/1/02	9	20	LMB	157	6.181102362	50.04720356	0.110335066
CRO	2/1/02	10	20	LMB	223	8.779527559	108.6307329	0.239489486
CRO	2/1/02	10	20	LMB	362	14.2519685	819.566279	1.80683221
CRO	2/1/02	10	20	LMB	327	12.87401575	346.8320037	0.764632772
CRO	2/1/02	10	20	LMB	305	12.00787402	385.2225436	0.849269324
CRO	2/1/02	10	20	LMB	248	9.763779528	234.9535332	0.517983258
CRO	2/1/02	10	20	LMB	152	5.984251969	33.82120548	0.074562906
CRO	2/1/02	10	20	LMB	256	10.07874016	179.6412538	0.396040701
CRO	2/1/02	10	20	LMB	241	9.488188976	194.4368203	0.428659303
CRO	2/1/02	10	20	LMB	217	8.543307087	97.86055983	0.215745347
CRO	2/1/02	11	20	LMB	115	4.527559055	16.29877887	0.035932614
CRO	2/1/02	11	20	LMB	201	7.913385827	101.7827661	0.224392322
CRO	2/1/02	11	20	LMB	213	8.385826772	100.7692262	0.222157851
CRO	2/1/02	11	20	LMB	149	5.866141732	60.88414267	0.134226399
CRO	2/1/02	11	20	LMB	172	6.771653543	54.75524687	0.120714512
CRO	2/1/02	11	20	LMB	153	6.023622047	37.08333362	0.081754659
CRO	2/1/02	11	20	LMB	153	6.023622047	35.25760961	0.077729631
CRO	2/1/02	11	20	LMB	150	5.905511811	29.25728221	0.06450119
CRO	2/1/02	11	20	LMB	316	12.44094488	515.1568147	1.135725017
CRO	2/1/02	11	20	LMB	312	12.28346457	497.3772345	1.096527799
CRO	2/1/02	11	20	LMB	334	13.1496063	447.2386666	0.985991309
CRO	2/1/02	11	20	LMB	340	13.38582677	565.987184	1.247786666
CRO	2/1/02	11	20	LMB	324	12.75590551	660.9426002	1.457127275
CRO	2/1/02	11	20	LMB	149	5.866141732	32.50597086	0.071663313
CRO	2/1/02	11	20	LMB	331	13.03149606	541.5652255	1.193945528
CRO	2/1/02	11	20	LMB	377	14.84251969	753.2797501	1.660695603
CRO	2/1/02	11	20	LMB	309	12.16535433	262.5519092	0.57882719
CRO	2/1/02	11	20	LMB	120	4.724409449	20.21528901	0.04456703
CRO	2/1/02	11	20	LMB	325	12.79527559	459.3712173	1.012738973
CRO	2/1/02	11	20	LMB	142	5.590551181	43.45807166	0.095808534
CRO	2/1/02	11	20	LMB	347	13.66141732	853.6110169	1.88188792
CRO	2/1/02	11	20	LMB	345	13.58267717	795.6826566	1.754177898
CRO	2/1/02	11	20	LMB	324	12.75590551	428.6688969	0.945052023
CRO	2/1/02	11	20	LMB	356	14.01574803	607.1182773	1.338465096
CRO	2/1/02	11	20	LMB	252	9.921259843	202.5362643	0.446515499
CRO	2/1/02	11	20	LMB	252	9.921259843	328.8130937	0.724907923
CRO	2/1/02	11	20	LMB	127	5	29.9657655	0.066063126
CRO	2/1/02	11	20	LMB	213	8.385826772	135.8224693	0.299436932
CRO	2/1/02	11	20	LMB	121	4.763779528	29.14841716	0.064261183
CRO	2/1/02	12	20	LMB	635	25	4875.576644	10.74879378
CRO	2/1/02	12	20	LMB	579	22.79527559	3238.50785	7.139679177
CRO	2/1/02	12	20	LMB	323	12.71653543	449.9532332	0.991975897
CRO	2/1/02	12	20	LMB	106	4.173228346	15.30607294	0.033744075
CRO	2/1/02	12	20	LMB	300	11.81102362	405.1072388	0.893107521
CRO	2/1/02	12	20	LMB	345	13.58267717	521.0510877	1.148719649
CRO	2/1/02	12	20	LMB	332	13.07086614	455.1287896	1.003386032
CRO	2/1/02	12	20	LMB	336	13.22834646	497.9425468	1.097774097
CRO	2/1/02	12	20	LMB	455	17.91338583	1666.123183	3.673168492
CRO	2/1/02	12	20	LMB	329	12.95275591	715.5769735	1.577575307
CRO	2/1/02	12	20	LMB	274	10.78740157	259.4080624	0.571896203
CRO	2/1/02	12	20	LMB	325	12.79527559	481.8593612	1.062316785
CRO	2/1/02	12	20	LMB	352	13.85826772	370.9993148	0.817912509
CRO	2/1/02	12	20	LMB	358	14.09448819	453.1046105	0.998923486
CRO	2/1/02	12	20	LMB	315	12.4015748	497.4355026	1.096656258
CRO	2/1/02	12	20	LMB	322	12.67716535	558.53984	1.231368102
CRO	2/1/02	12	20	LMB	300	11.81102362	530.2437842	1.168986052
CRO	2/1/02	12	20	LMB	307	12.08661417	347.0887104	0.765198713
CRO	2/1/02	12	20	LMB	320	12.5984252	652.0501583	1.43752282
CRO	2/1/02	12	20	LMB	323	12.71653543	586.6642743	1.293371792
CRO	2/1/02	12	20	LMB	230	9.05511811	188.3282412	0.415192207
CRO	2/1/02	12	20	LMB	121	4.763779528	25.34960603	0.055886248
CRO	2/1/02	12	20	LMB	127	5	27.2208079	0.060011538
CRO	2/1/02	12	20	LMB	224	8.818897638	202.9301283	0.44738382
CRO	2/1/02	12	20	LMB	152	5.984251969	59.00128493	0.130075413
CRO	2/1/02	12	20	LMB	124	4.881889764	26.47938722	0.058376987
CRO	2/1/02	13	20	LMB	320	12.5984252	409.5908555	0.902992192
CRO	2/1/02	13	20	LMB	365	14.37007874	612.8653795	1.351135273
CRO	2/1/02	13	20	LMB	341	13.42519685	602.5054993	1.328295674
CRO	2/1/02	13	20	LMB	242	9.527559055	169.4616638	0.373598573
CRO	2/1/02	13	20	LMB	290	11.41732283	366.8995312	0.808874045
CRO	2/1/02	13	20	LMB	305	12.00787402	445.5102435	0.982180793
CRO	2/1/02	13	20	LMB	323	12.71653543	538.6835683	1.187592568
CRO	2/1/02	13	20	LMB	290	11.41732283	369.7745577	0.815212385
CRO	2/1/02	13	20	LMB	265	10.43307087	205.2723003	0.452547419
CRO	2/1/02	13	20	LMB	292	11.49606299	355.2859661	0.783270547
CRO	2/1/02	13	20	LMB	234	9.212598425	183.6711008	0.404924982
CRO	2/1/02	13	20	LMB	177	6.968503937	104.1620659	0.229637774
CRO	2/1/02	13	20	LMB	153	6.023622047	38.91205172	0.085786287
CRO	2/1/02	14	20	LMB	376	14.80314961	920.8430721	2.030109054
CRO	2/1/02	14	20	LMB	359	14.13385827	732.8854874	1.615734003
CRO	2/1/02	14	20	LMB	356	14.01574803	594.0851032	1.3097319
CRO	2/1/02	14	20	LMB	311	12.24409449	433.6503527	0.956034241
CRO	2/1/02	14	20	LMB	365	14.37007874	792.5596516	1.747292859
CRO	2/1/02	15	20	LMB	580	22.83464567	3809.15431	8.397737774
CRO	2/1/02	15	20	LMB	414	16.2992126	761.3591172	1.678507537
CRO	2/1/02	15	20	LMB	331	13.03149606	488.3706261	1.07667165
CRO	2/1/02	15	20	LMB	317	12.48031496	424.6242904	0.936135203
CRO	2/1/02	15	20	LMB	322	12.67716535	564.5376704	1.244591039
